Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
DRG39,OUT035,896.5084687324818
FDU32,OUT049,2111.9359592304127
FDY27,OUT049,2963.482459382217
NCP54,OUT013,2107.3431188552618
NCZ41,OUT049,2048.7287241021004
DRL49,OUT013,2217.3299971335273
FDI05,OUT018,998.2501934452837
FDY56,OUT045,3771.1960866675327
DRC13,OUT013,2145.6008241656064
NCV29,OUT017,2980.2938410144197
FDR24,OUT049,1463.9414292352103
FDZ34,OUT018,2916.035474454451
FDP37,OUT035,2273.9397598359233
FDX08,OUT027,4913.71147917711
FDS57,OUT045,2108.146053345555
NCG18,OUT049,1685.904339931446
FDK25,OUT018,2658.8706778847263
FDH53,OUT049,1236.7564548559171
DRI59,OUT018,3400.1609548817623
FDA52,OUT046,2944.1068546144547
FDT20,OUT010,12.013540689289584
FDE36,OUT019,483.6730981297196
FDI24,OUT017,2978.1024811060233
FDB28,OUT018,3117.221152462548
FDV11,OUT017,2929.9642298865656
FDP01,OUT046,2502.339166857968
FDD34,OUT027,4292.768678755245
FDJ50,OUT027,1467.041687901377
FDZ44,OUT013,1888.336626680301
DRO59,OUT035,1171.101412846968
DRB48,OUT045,734.3726222295295
FDR21,OUT018,2667.6940858043677
NCE42,OUT010,606.9919910043532
FDO23,OUT046,1456.1770300132584
NCE30,OUT018,3103.617339794021
FDQ22,OUT035,717.495354062238
FDY01,OUT045,1850.1804953697572
FDS08,OUT017,2905.0416968229424
FDG28,OUT018,3741.9110428955555
FDQ51,OUT018,647.1211210906224
FDB05,OUT017,4179.7338774731
FDO56,OUT049,1879.8655442578088
FDE02,OUT018,1273.0531330336398
FDN45,OUT017,3673.8322429895243
FDS09,OUT013,825.5771051904628
NCA54,OUT018,2811.157909175756
FDP09,OUT010,562.4362047691311
FDC53,OUT045,1566.1592011940552
NCM55,OUT017,3092.08828482792
FDL09,OUT018,2616.466900486651
FDA11,OUT019,268.94723573944134
FDA50,OUT045,1429.9255534521621
FDC23,OUT017,2898.275724381873
FDE22,OUT049,2660.2652525725903
FDD23,OUT046,3137.8422663178158
NCA29,OUT049,2996.85245426258
FDK38,OUT046,2460.825080414205
DRC13,OUT046,2111.478122639363
NCP43,OUT049,2966.219419991473
FDX28,OUT049,1561.5794009388615
FDF08,OUT049,1446.5985289730352
FDZ33,OUT046,2438.9248571941957
FDD10,OUT049,2894.1940021846385
FDO58,OUT017,2724.6917722930557
FDI50,OUT017,3895.645529617523
FDO58,OUT045,2690.829822843901
FDX08,OUT013,3053.225147483563
NCK17,OUT010,20.462173933759914
FDF39,OUT035,4307.3714144037895
FDU45,OUT010,278.27553758893123
NCJ18,OUT018,1609.8459283676427
DRC27,OUT019,685.5211051636002
DRC25,OUT035,1357.9261522047368
FDU59,OUT035,2725.5201117269658
FDU28,OUT035,3214.0232491867287
NCP30,OUT046,686.4936261802761
FDB39,OUT018,745.9355843789342
FDE41,OUT013,1326.765062672337
DRH11,OUT010,149.0468124297613
FDA58,OUT045,3870.625210877475
FDU50,OUT046,1863.047889490649
FDM34,OUT013,2099.1426759790324
FDM44,OUT027,2635.7723411752295
FDR39,OUT045,2996.700049807857
FDM25,OUT045,3036.9209715456045
FDQ49,OUT049,2506.695074903804
DRH25,OUT018,682.9379224722265
FDM09,OUT027,4770.9340588269915
FDL44,OUT019,432.33303973016154
NCR42,OUT018,607.8926080223168
DRL59,OUT046,910.2006782205533
FDX43,OUT013,2890.8186716618725
DRK47,OUT010,580.5113731271333
FDU48,OUT018,1894.3611720453243
FDY12,OUT045,870.7476022804162
NCN43,OUT018,1871.9873923717923
NCM55,OUT018,2851.276186242959
FDQ21,OUT027,3378.5777607594564
FDX13,OUT035,4133.505846371359
NCK30,OUT027,6333.8436219591495
FDG20,OUT049,2949.616194380578
DRG27,OUT017,703.6380728539427
FDY14,OUT018,3729.7490259393944
FDP59,OUT035,1555.7366701537571
FDU60,OUT017,2918.9426952262647
NCC18,OUT019,443.03517109981453
DRJ39,OUT017,3569.0077379002632
FDS07,OUT049,1832.9146477270137
FDM08,OUT027,5966.577462250134
FDP51,OUT045,1915.2737113645398
FDU16,OUT035,1327.2952417910324
FDH12,OUT013,1744.3511182589273
DRE48,OUT010,545.61021054504
NCL42,OUT027,6565.9896734864815
FDR21,OUT045,2888.460885963322
NCW29,OUT035,2137.42729656041
FDO11,OUT013,4251.314632697081
NCM31,OUT049,2141.9654759728483
FDV35,OUT019,395.5445256339767
FDF58,OUT017,1036.0457983167946
NCE43,OUT049,2906.8368566050194
FDA02,OUT035,2314.0068964650213
DRL37,OUT010,43.38611170308832
FDR24,OUT018,1248.4645940327468
FDW59,OUT049,1393.0543773449517
FDS22,OUT049,876.9462397853815
FDW24,OUT017,826.3356108127155
FDU24,OUT035,1507.6799383328034
FDA21,OUT027,4928.919890115698
FDH58,OUT027,3155.9820525058926
FDW36,OUT018,1435.9467703881057
FDI45,OUT027,4834.455386651374
FDU01,OUT018,2837.3030513094136
FDF35,OUT027,2832.0157285414516
FDU43,OUT019,594.0611399893417
FDE24,OUT019,348.9463175667722
FDK50,OUT049,2766.502038400055
FDG31,OUT045,1036.6388424649833
FDC60,OUT045,1476.9527241213978
FDL36,OUT013,1405.9346420393038
FDP21,OUT013,3186.452457768176
FDW16,OUT045,1471.2063524801665
FDX02,OUT017,3844.672231546566
FDQ58,OUT027,4045.3918605579074
FDT51,OUT046,1842.9491799171008
FDD59,OUT049,1193.893439381678
NCM42,OUT018,1535.3211968015532
FDA57,OUT018,581.341957966486
FDZ48,OUT035,1818.1673527704106
FDE46,OUT045,2538.5924968135587
NCZ30,OUT019,280.7146959961267
FDB56,OUT017,3157.5594331485167
FDA25,OUT027,2756.601542312717
FDD20,OUT013,2148.926907137479
FDL25,OUT013,1467.53686267161
NCO18,OUT049,3018.541042242027
FDJ45,OUT017,640.3094205840418
FDR12,OUT035,2943.659547482434
NCF19,OUT010,64.87108352433461
FDK25,OUT046,2825.5603064383067
NCR17,OUT046,1911.7013707046908
FDC52,OUT046,2565.189853382792
NCA54,OUT017,2993.0636967522823
FDR45,OUT010,681.9107591220538
NCM19,OUT049,1832.2279625237172
FDF39,OUT027,6367.145025460871
FDX23,OUT049,1505.3768610286288
FDD58,OUT027,2559.760594542522
FDX28,OUT013,1641.5478578513034
NCD31,OUT013,2753.3564565894485
FDU57,OUT018,2284.3667804434917
FDI27,OUT046,755.9738195296084
NCM42,OUT046,1759.2878386032412
FDD32,OUT027,2229.794868299797
FDI34,OUT013,3901.563557116109
NCM29,OUT049,2122.716896745712
FDG46,OUT018,1571.079293252767
DRC01,OUT010,89.79333018683656
FDB15,OUT027,6290.464891178959
NCA17,OUT027,3973.719855144387
FDF10,OUT046,2457.9392574013023
FDR26,OUT027,4666.097773159972
FDI02,OUT049,1873.452143835197
NCM54,OUT010,301.34145545825663
FDF14,OUT013,2596.084863449989
FDJ33,OUT010,329.9239788075304
FDM20,OUT035,4109.655007497098
FDC03,OUT027,5097.343397274846
NCX05,OUT046,1871.796082278428
NCM41,OUT027,2399.4992825351505
NCU29,OUT010,404.99879988112525
FDQ59,OUT017,1345.194782804545
FDH46,OUT010,238.68527685711638
FDH09,OUT013,823.0620944608113
NCD06,OUT045,748.2478853661321
FDC15,OUT035,2565.999721673275
DRD37,OUT027,1282.0174467610414
FDT28,OUT027,3906.872912880041
FDR28,OUT027,4284.747783610079
FDT38,OUT017,1381.7384764957883
FDV34,OUT027,1947.77094275848
FDY52,OUT035,1007.8238355929286
FDB34,OUT013,1414.9175319996712
DRL23,OUT018,1436.6572515312487
DRB24,OUT046,2639.0498641170234
FDJ50,OUT046,916.0341660773797
FDQ49,OUT035,2654.5203672085277
FDP20,OUT035,2061.5259358049693
FDV19,OUT027,4225.645857020236
NCR54,OUT045,3209.8375322392512
FDO09,OUT010,666.7271656115172
FDS57,OUT018,1989.2048836404554
FDN10,OUT049,1879.0560748166185
FDV23,OUT049,2115.2259787087924
FDY28,OUT049,3553.662599963069
DRG51,OUT013,2767.7943386478473
FDD45,OUT019,225.4787113853297
NCL18,OUT027,5104.009373090208
NCM29,OUT013,2122.705216692916
FDF17,OUT027,5338.416695582936
FDE22,OUT017,2700.145599131749
FDQ22,OUT017,700.0986336555843
FDS01,OUT013,2982.808454373255
FDW35,OUT027,1253.511775618128
FDJ33,OUT046,2114.388130963834
NCF54,OUT035,2957.2792507459917
FDE09,OUT013,1767.0053443132258
NCE06,OUT045,2607.001860755258
DRH49,OUT049,1254.0915118258913
FDY43,OUT045,2939.963178768534
NCT05,OUT017,4280.554345089189
FDZ34,OUT045,3217.876343697197
FDL38,OUT017,1409.0019280347399
FDZ31,OUT017,3181.1334607530707
FDR14,OUT035,910.5673467582574
NCN54,OUT049,1182.4322546364835
NCC42,OUT027,3372.8515302597634
FDK08,OUT017,1676.3071322500703
FDP59,OUT013,1591.0980983719865
FDV22,OUT035,2681.577717462353
FDD33,OUT035,3948.8042908010566
DRE60,OUT027,5932.864742743579
FDK52,OUT046,3870.910445072278
FDA02,OUT017,2465.321782651231
FDM56,OUT049,1762.7834085972074
FDE57,OUT035,2212.669795750297
FDM32,OUT045,1355.0126437130284
NCQ30,OUT027,3153.0111042891313
FDQ27,OUT027,2694.413485164395
FDT60,OUT027,3315.614384178871
FDU43,OUT049,4028.9568090595667
NCO55,OUT035,1775.8205561483549
FDG02,OUT045,3144.1011447191772
FDJ28,OUT013,3266.7847209488427
FDP40,OUT045,1775.177716662329
FDJ38,OUT045,3131.4087397184503
NCC54,OUT017,3979.1774695034183
NCZ41,OUT046,2067.5425085394204
FDK38,OUT019,381.9259843162747
FDU52,OUT013,2551.2580403938864
FDC40,OUT046,1148.7037005413135
NCR30,OUT017,1061.7556261324385
NCN18,OUT017,1793.0265176251198
FDB50,OUT035,1214.035566139924
FDG04,OUT013,3169.382989010073
FDR26,OUT035,2934.761708428081
NCT17,OUT018,2827.1847356460453
FDX35,OUT027,5850.704204534981
FDS12,OUT046,2084.6798165438217
NCZ29,OUT027,3307.912573644752
FDB38,OUT010,427.3157852669374
FDP12,OUT013,712.0445353940981
FDP22,OUT046,816.5157350910113
FDS26,OUT018,3725.71365374389
FDR52,OUT046,3211.08435420514
DRJ13,OUT046,2681.4094155161697
FDU48,OUT027,3342.393039167674
FDE29,OUT035,993.0859150972196
NCT29,OUT049,2066.151909650346
DRK37,OUT018,2840.236221903979
FDK55,OUT046,1348.0907138846146
FDR07,OUT046,1395.0434350644741
FDO21,OUT027,5859.463651874217
FDK46,OUT049,4050.6238255887656
FDB12,OUT045,1703.0060719040225
FDT31,OUT027,5003.077670717814
FDJ33,OUT045,2110.713633834435
FDC26,OUT027,2855.4868194452806
NCQ02,OUT045,3156.774922714886
FDP08,OUT010,525.7598040264577
FDB11,OUT027,5949.134649958838
FDV55,OUT013,2510.8670531646617
FDW20,OUT049,2013.2080949055503
NCJ18,OUT019,267.21911812006397
FDC41,OUT018,979.0152719729572
FDE14,OUT027,2716.486379120477
FDG35,OUT013,2879.636604762861
FDF45,OUT035,976.1793680711371
FDS19,OUT027,2024.357697784173
FDS58,OUT019,436.93445468512346
FDA26,OUT017,3651.6186375456964
FDM32,OUT049,1370.8609323258493
FDL45,OUT046,2114.747547847292
FDZ55,OUT049,2792.4145701181387
FDY37,OUT049,2220.4694859094952
FDO46,OUT046,3179.8090749163835
FDQ60,OUT046,1943.444987311821
FDA19,OUT018,1852.1079870162012
FDL15,OUT046,2531.6959943890643
FDM10,OUT018,3215.2872040600555
NCL05,OUT017,706.0334113209622
DRK49,OUT010,45.56925823714846
NCE18,OUT027,6530.833747066966
FDG40,OUT049,705.8495903469495
DRI59,OUT045,3571.2646391625185
FDK28,OUT035,4205.874310452829
NCD06,OUT019,55.43455701865514
FDO11,OUT019,595.0282457362066
FDK27,OUT046,1920.6954344464164
FDT43,OUT027,1380.8731176476222
FDD38,OUT018,1417.499521466255
FDA16,OUT049,3626.6418436898066
FDL14,OUT027,4109.190214993684
NCM17,OUT049,759.1984372123663
FDD20,OUT045,2076.6182296502707
FDA40,OUT045,1409.3843190887592
FDL43,OUT045,1173.0031231502903
FDV15,OUT045,1612.4979164096753
FDE52,OUT046,1517.1255243941832
NCL17,OUT010,374.46551972085217
NCJ31,OUT045,3904.4794571577695
FDR60,OUT045,1161.5970086378115
NCA18,OUT035,1910.1634251327187
FDS21,OUT027,1730.3710228999093
FDW09,OUT035,1273.6639821272533
FDL26,OUT035,2659.593385199367
FDS47,OUT018,1218.2189604983087
FDC39,OUT046,3423.6583251476286
FDT51,OUT035,1851.7789208101901
FDK40,OUT035,4328.380291306366
NCG19,OUT045,3623.9452554597246
FDZ07,OUT046,998.597878867784
FDF08,OUT027,2365.850917552549
FDO04,OUT013,915.9368151052633
FDK41,OUT018,1101.9696957869783
FDP15,OUT049,4025.3963824882326
NCD43,OUT018,1408.3983825553769
NCP18,OUT013,2509.916811976943
FDZ51,OUT046,1509.2701038977762
DRH13,OUT035,1725.1378023471627
FDF38,OUT045,780.9567158327332
NCI43,OUT045,759.4522725249976
FDM38,OUT027,1543.292834879254
FDS03,OUT013,1009.743628617055
DRJ47,OUT017,2934.851875270301
FDT50,OUT010,248.2117847488371
FDV02,OUT046,2964.465968675652
NCG18,OUT017,1744.0321176040693
FDW52,OUT046,2718.113405653326
FDS40,OUT035,717.7144286588682
FDN31,OUT017,3150.4470063053595
FDA37,OUT045,2088.5104097699664
FDA15,OUT046,4116.544471880587
FDL39,OUT046,3000.838603904286
FDJ53,OUT045,2044.2615650582634
FDX22,OUT013,3530.5338427057804
NCZ42,OUT045,3887.2865161257423
FDD56,OUT027,4819.491428554575
FDD40,OUT017,3270.7477215537247
FDS50,OUT013,3658.9193395335687
NCN14,OUT013,3107.1616048014243
FDT15,OUT013,3113.5127223258964
NCS18,OUT027,2790.380339518789
NCO26,OUT010,283.2185709106732
FDF58,OUT018,845.9141983652162
NCB19,OUT013,1345.3588910051262
FDH26,OUT017,2100.5891584102046
DRB24,OUT027,4260.088645990323
FDA49,OUT018,1137.56177912947
FDB32,OUT045,1525.8664444314318
FDI36,OUT017,3456.796929941458
NCA17,OUT010,307.8846380676407
FDH22,OUT013,2114.2597124423837
NCM26,OUT018,2248.971270559501
FDT15,OUT027,4948.1690304491385
FDB16,OUT018,1132.9815642871838
NCP54,OUT027,3340.2308411418553
FDJ36,OUT013,1649.0538152014935
FDO28,OUT045,1910.1247187399158
FDU09,OUT013,926.6008279781106
FDF29,OUT017,2152.129172508986
FDY08,OUT013,2164.543518525262
DRJ59,OUT018,555.6658892449075
FDT23,OUT027,1985.2174909403348
FDU15,OUT018,581.6701528533947
FDT47,OUT013,1595.0305886507526
FDI53,OUT019,421.69622266153647
FDR59,OUT018,3535.3709649661228
FDD53,OUT035,748.9929932673531
FDY51,OUT017,3562.6989801539403
FDT04,OUT049,709.0531506457874
FDU51,OUT049,2957.1985928058984
FDG14,OUT035,2614.9300372375465
NCU06,OUT045,3704.9020755216134
DRG25,OUT046,3209.003747962373
DRH49,OUT035,1326.360393666087
FDN15,OUT035,2208.5172201947503
FDL43,OUT018,978.2496704623161
NCT18,OUT049,3132.13707148379
NCB31,OUT013,4234.045026363479
FDK57,OUT035,1943.2777351873242
FDY04,OUT019,417.1047031643541
NCP54,OUT046,2067.9183924088225
FDF41,OUT013,4286.54322645754
FDM01,OUT045,1651.1859015432253
FDW03,OUT045,1724.784290321961
FDF28,OUT045,2063.7302352786287
FDY37,OUT017,2293.5281998014075
FDQ03,OUT017,3929.605919774111
FDP51,OUT027,3100.515179279824
FDJ40,OUT017,1840.1332921368228
FDC32,OUT049,1482.1656418869393
DRI49,OUT027,2120.113297221581
NCW54,OUT017,886.9008054034207
FDF09,OUT017,726.5317066154823
FDP45,OUT018,3595.7591638342665
DRJ23,OUT018,2816.0935990811117
FDS59,OUT017,1824.0552467681377
FDY08,OUT046,2134.7573121719656
FDX16,OUT049,2436.5177216780294
FDY16,OUT018,2858.390904537527
FDK32,OUT035,2652.638996196091
FDQ22,OUT013,690.3126417101946
NCC31,OUT018,2265.835254057735
FDG58,OUT049,2596.326348042242
DRF48,OUT013,3140.0595619190804
DRH36,OUT049,1143.3458848237412
NCR30,OUT035,1116.2413353267975
FDB03,OUT019,688.826731625913
FDZ28,OUT027,3327.9837261836446
FDR35,OUT017,3453.0924752755623
DRD15,OUT027,6125.294592974694
FDJ33,OUT019,325.47053091409634
FDA56,OUT010,308.0294210187906
FDP56,OUT046,777.0870886407072
NCT30,OUT046,764.8293334519037
FDK15,OUT017,1638.0170481678588
FDH44,OUT018,2219.4981570135574
FDV01,OUT013,2560.389341331714
DRG03,OUT017,2527.8933436133957
FDG50,OUT027,2408.608412631589
FDR16,OUT010,632.3651184743812
FDZ60,OUT046,1699.8739543171237
DRG03,OUT045,2504.576968729921
FDS56,OUT018,3701.2400949839825
FDU33,OUT045,754.6132055786866
DRD27,OUT035,1588.4743547775247
FDW22,OUT046,3743.8746295236333
DRA24,OUT045,2649.1354865178637
FDF38,OUT049,787.7015087369914
FDX48,OUT013,2559.75013740654
FDS58,OUT018,2491.7744645841444
FDC32,OUT046,1465.9301043496075
NCQ29,OUT045,4019.499036381977
DRK39,OUT018,1094.6361890117255
NCS38,OUT017,1875.4599085764337
DRO47,OUT013,1801.1668823817718
DRG27,OUT027,1271.2218066298224
FDC57,OUT027,5132.76574647063
FDS55,OUT046,2461.831330100823
NCJ06,OUT018,1645.828225370983
FDO01,OUT019,346.491769504285
NCM55,OUT045,3056.35908655274
FDC52,OUT049,2600.0993263786413
FDQ15,OUT045,1215.2440970496746
NCT30,OUT027,1339.5662490902996
NCR42,OUT027,1292.792115333019
FDD28,OUT035,1008.2657237621474
FDQ34,OUT049,1682.327639936751
FDZ12,OUT027,3569.472159050824
DRE13,OUT019,236.67725059898567
NCN07,OUT019,313.4967962970827
FDM28,OUT035,3002.1668743908776
FDI10,OUT017,2942.425413510481
FDQ25,OUT013,2974.6636676320504
FDA38,OUT010,702.2777300334237
DRI13,OUT049,3612.7518860754244
FDY20,OUT027,2443.023330197553
NCZ53,OUT035,3158.0957901842103
NCM31,OUT013,2291.439778771175
DRB01,OUT017,3074.917062786291
DRF37,OUT046,4085.48001432598
NCF42,OUT049,2942.2001962592694
FDF16,OUT018,2178.1901912485755
FDB41,OUT013,805.059711974026
FDR34,OUT013,4025.4363328347295
FDR15,OUT018,2357.9536069212686
NCV42,OUT019,286.74601465513615
FDW51,OUT035,3531.5968763312003
FDU36,OUT017,1545.4376234075853
FDX60,OUT049,1260.679916733422
FDY03,OUT035,1823.3989566400166
FDW55,OUT045,4080.7332000205706
FDT01,OUT010,587.0332907614518
FDG58,OUT013,2580.1226538212495
FDK21,OUT017,4100.2160177905125
NCS41,OUT019,493.9345348391648
FDS10,OUT045,3019.09188441552
NCT53,OUT046,2694.1904619572524
FDJ28,OUT018,2981.4806468033166
FDX44,OUT045,1382.3600443824691
FDT20,OUT018,575.5297282179638
FDO44,OUT017,1800.1881443505085
NCX17,OUT049,3689.0655820464444
FDY01,OUT017,1896.7346971299103
FDJ12,OUT027,5630.231150833343
DRK35,OUT018,544.7430917331535
FDD47,OUT019,497.17148248177205
NCM53,OUT035,1699.5768232265764
FDO45,OUT013,1384.1067708403139
NCM42,OUT010,294.5665330180809
FDE04,OUT046,2967.31571043871
NCI30,OUT027,6331.766763456103
FDZ19,OUT013,2929.9894592377345
FDW57,OUT013,2958.6158453095945
FDA25,OUT013,1661.2890506756266
FDT22,OUT046,941.6102139340901
FDP51,OUT013,1931.6353868653314
FDD48,OUT027,3014.116878529533
FDY39,OUT035,3120.8171796449706
FDO48,OUT010,574.3967557748488
FDD23,OUT027,5062.689810167755
DRN35,OUT027,1217.7255392710601
FDT01,OUT035,3573.8211972654126
FDC20,OUT010,116.01472595657788
DRJ35,OUT035,983.932031410536
FDB32,OUT046,1486.9906927023537
FDL24,OUT046,3045.5549814695623
NCV42,OUT035,1832.224204094991
FDZ46,OUT046,1820.1267302778715
FDC15,OUT013,2561.0263732678986
FDD08,OUT019,27.015697497171914
FDY50,OUT049,1440.630418065899
FDD36,OUT013,1906.1757234820564
FDG57,OUT027,1340.7027593734845
FDL21,OUT018,574.8470342303501
FDN16,OUT027,2683.0093978206205
FDJ09,OUT027,1241.5005938854445
FDS01,OUT010,467.4074463524066
FDV33,OUT017,4159.5662487040645
DRE12,OUT017,1884.5346656576075
FDR07,OUT013,1402.6034181676196
FDP48,OUT010,540.6298946637901
NCB55,OUT035,934.4110362007416
FDQ08,OUT013,993.9345494154929
FDR34,OUT035,3975.518779737562
FDO33,OUT046,1850.9006222598846
FDP13,OUT045,758.4828394831904
FDX12,OUT049,4153.532845372969
NCT06,OUT049,2781.0758068433956
FDR16,OUT019,626.2325251002717
FDE36,OUT046,2769.9953199014153
FDZ36,OUT049,3160.9919277371932
FDV13,OUT045,1434.3753698163432
NCZ17,OUT035,700.0323039674158
FDU56,OUT045,3064.7321202794933
FDM09,OUT035,2987.507499490677
FDV02,OUT017,2946.9298533933884
FDS34,OUT018,1535.638492881193
FDA11,OUT049,1510.8333814154846
FDP09,OUT017,3463.602506365266
FDB29,OUT027,2978.6412369441814
FDT19,OUT017,3078.97145163582
DRH15,OUT017,782.5290497588703
FDY38,OUT046,3941.635536451051
FDF14,OUT027,4198.019448826351
FDN48,OUT010,237.34647002012775
FDQ12,OUT013,4046.8956426528443
NCJ43,OUT045,2915.6200019707903
FDE17,OUT019,388.6234231949202
FDB05,OUT035,4237.534659430185
FDH10,OUT045,2973.83046576026
NCR06,OUT017,717.8487037254765
FDU32,OUT018,1781.152669490779
FDD56,OUT049,2980.3990576406595
FDO36,OUT018,2847.9125124432235
FDH16,OUT010,235.44518946130506
FDX10,OUT018,596.7898620260116
FDZ37,OUT017,1455.2546449905149
FDU31,OUT010,554.4029595398399
DRC49,OUT049,2242.1342866283853
FDL15,OUT045,2502.102365348666
FDN32,OUT019,521.9511960122645
DRH59,OUT027,1951.6572884473899
NCU29,OUT049,2522.861951870884
FDR37,OUT019,553.9263654746824
FDS14,OUT018,2324.4951573645412
FDU02,OUT027,6131.060246628054
FDJ08,OUT035,3264.652245659478
NCZ06,OUT045,3915.8658332911336
FDO31,OUT049,1298.4553442382203
FDH31,OUT018,1425.8594958652016
FDS58,OUT017,2806.8531320601846
NCA53,OUT027,1359.9296451394932
FDF50,OUT046,3417.2657532238654
NCW42,OUT049,3718.026015103165
NCQ17,OUT045,2506.7502553854474
FDK51,OUT018,3825.734670018458
NCW41,OUT010,416.13800407297936
NCR29,OUT017,923.53616993741
FDB08,OUT019,401.55576965065984
FDA40,OUT027,2252.8738359906342
FDL14,OUT018,2305.8411240184973
FDB47,OUT046,3393.4902392195363
FDO03,OUT035,3909.59199722649
DRK13,OUT019,588.1487305216535
FDX13,OUT010,654.6329432307562
FDF52,OUT046,3081.840216678741
FDT11,OUT013,3098.550815862963
FDB08,OUT013,2790.877750648943
FDQ28,OUT018,2327.472717050596
FDD29,OUT045,4193.139730720555
NCQ29,OUT027,6237.188585157732
NCO02,OUT013,1139.2478920429962
FDR56,OUT010,545.990300573209
NCM54,OUT049,2095.8113446862444
FDP51,OUT035,1928.6501457733582
FDT38,OUT013,1402.3526335559764
FDZ20,OUT018,3635.5634173843473
FDJ53,OUT013,1939.153871822882
FDX13,OUT049,4079.782054747
FDP58,OUT035,3643.354025917287
NCK31,OUT019,166.36286220261513
FDA35,OUT018,1857.2198082060768
FDV37,OUT018,3077.884159522654
NCO07,OUT027,5416.2321470107845
FDA20,OUT045,3057.9360806444865
FDZ59,OUT035,2920.121792394771
NCY17,OUT017,714.1399319238426
FDQ28,OUT035,2580.127354295009
FDV35,OUT017,2555.4306597841683
FDQ36,OUT013,700.4226308991726
FDD34,OUT018,2430.1626299418517
FDK51,OUT045,4185.865326402714
FDV31,OUT035,2933.201406157979
FDR04,OUT035,1571.7433776021974
FDR14,OUT049,909.0593344982688
DRC36,OUT010,474.0089435214022
FDE39,OUT019,332.5945554235584
FDP57,OUT049,1710.1545644251692
FDE57,OUT046,2170.612085808546
NCN18,OUT046,1787.3010833759693
NCQ05,OUT018,2284.4373747691648
FDW47,OUT035,1931.4050033694482
FDV46,OUT035,2152.8334221003324
NCP29,OUT045,1002.4872981921083
FDE09,OUT018,1509.331283614591
NCU06,OUT027,6007.762976877742
FDT19,OUT010,483.118138880247
DRF15,OUT017,2522.775235349649
DRI51,OUT013,2967.67918105229
NCX54,OUT013,1662.8147500997763
DRE01,OUT013,4194.967284177735
NCB07,OUT045,3165.5726354761773
FDU50,OUT035,1882.8139979425177
FDG40,OUT035,708.9476685761047
FDW10,OUT018,2537.043875598714
FDX51,OUT013,3288.9753522634874
NCP17,OUT045,1000.4988271773786
FDP21,OUT035,3156.4355543518964
FDL04,OUT045,1674.8853491999844
FDV23,OUT013,2076.4271302146344
FDF24,OUT046,1289.9686857447518
FDH56,OUT027,3027.5377915791905
FDB51,OUT049,998.8208189702868
FDI58,OUT027,2486.586757674671
FDR20,OUT013,782.1943556326692
FDC51,OUT018,1864.274720903451
FDB16,OUT027,2206.817052161831
FDE40,OUT049,1015.6654861751178
NCM17,OUT035,775.0064541395398
FDU56,OUT035,3153.8763029000775
FDS32,OUT019,298.0830435772857
FDX02,OUT049,3841.3023638208856
FDT39,OUT027,4059.9217015290933
FDE35,OUT017,929.0389462462674
NCI42,OUT019,554.0453611738794
DRL23,OUT046,1718.9298134447422
FDA10,OUT046,2058.0366073509617
FDA11,OUT013,1571.0707092502873
NCM06,OUT046,2555.921268786189
NCT05,OUT035,4327.864783835109
NCQ02,OUT010,553.0270197377042
NCY06,OUT049,2111.5441286465925
FDY56,OUT035,3796.496540875214
FDL02,OUT035,1684.5833062455736
NCI06,OUT035,2944.1176545502985
FDQ14,OUT045,2477.309510937362
FDQ12,OUT017,3933.310507270644
FDP36,OUT046,855.0556015647817
FDK21,OUT027,6314.233325481589
FDO40,OUT045,2422.65213833071
NCK54,OUT019,286.6778347145985
FDY09,OUT018,2658.973437149382
NCW30,OUT049,4267.923942425012
NCC55,OUT027,1309.7934618575723
FDE58,OUT018,1645.9350755307971
FDR39,OUT013,3062.1518822766084
FDU28,OUT049,3112.3921399848523
FDH08,OUT017,3915.0267186467768
FDG35,OUT045,2804.425072593089
FDG22,OUT049,814.2764269711217
FDC34,OUT035,2624.598270356978
FDP15,OUT018,3590.4154654604313
FDK34,OUT010,649.5396034179228
FDU45,OUT035,1934.5976113553877
FDQ04,OUT027,1281.921194098992
FDX22,OUT018,3118.399491369636
FDB45,OUT017,1560.3867125802017
NCH43,OUT027,5561.329005198482
DRE60,OUT046,3749.8913376788905
FDD17,OUT027,6218.636064576166
NCM54,OUT017,2052.8119048529547
NCH55,OUT013,2076.066181086392
NCT06,OUT017,2680.3307475671236
FDA48,OUT027,5758.779569413847
FDY58,OUT027,6023.837344584698
FDO25,OUT045,3410.6418284064193
FDN50,OUT045,1492.3492101508273
FDH35,OUT035,2718.1388047363553
FDK09,OUT045,3763.2326462101223
FDO16,OUT013,1302.4881098929873
FDW11,OUT045,982.3833819835393
FDU47,OUT027,3427.7075397804883
NCQ42,OUT010,280.23065947301757
FDK55,OUT027,2368.3673264211634
FDN08,OUT049,1924.5599519148222
FDT57,OUT045,3989.6972329033397
FDJ12,OUT018,3170.0963846099944
DRL59,OUT017,859.9142383759961
NCN53,OUT046,702.6742356008665
FDO51,OUT010,50.67830358347328
FDK56,OUT017,3087.3054942764575
FDY12,OUT035,873.0849001350314
FDU15,OUT035,720.0365043271831
FDQ19,OUT046,4015.077466921734
DRF15,OUT045,2494.4140275726336
DRE25,OUT019,254.68941522568957
FDK57,OUT018,1595.520179533
FDD33,OUT010,616.2037934996185
FDR34,OUT027,6360.3156664147755
FDU04,OUT045,2022.8147939015537
